"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Emberiza schoeniclus",0.468,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Emberiza schoeniclus",0.952,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Epilobium ciliatum",3.65,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",179,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",3.65,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",179,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium dodonaei",50,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.05,"Jenkins et al. 2007",0.05,1,1,0.05
"Epilobium hirsutum",3800,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium hirsutum",4,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium hirsutum",136,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium montanum",1.59,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",49.64,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",49.6,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium palustre",7300,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",7.3,"Tamme et al. 2014",7.3,1,1,7.3
"Epilobium parviflorum",1.8,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.06909,"Tamme et al. 2014",0.035445,2,1,0.06909
"Epilobium parviflorum",69.09,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.06909,"Tamme et al. 2014",0.035445,2,1,0.06909
"Erica cinerea",80,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",0.8,"m","seed dispersal","90thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",81,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",1,"m","seed dispersal","90thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",80,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erigeron acris",75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron acris",75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron acris",3.61,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron annuus",1.56,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",35.43,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",35.4,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron canadensis",2500,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",2.5,"Tamme et al. 2014",2.5,1,1,2.5
"Eriophorum angustifolium",1.11,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",24.2,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",1.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",24.2,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum vaginatum",0.33,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00223,"Tamme et al. 2014",0.00128,2,1,0.00223
"Eriophorum vaginatum",2.23,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00223,"Tamme et al. 2014",0.00128,2,1,0.00223
"Erithacus rubecula",79800,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",6,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",0.359,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",0.571,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erodium cicutarium",0.54,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.081,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.5729,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.084,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores et al. 2013",0.000312,4,1,0.0005729
"Erodium moschatum",0.556,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.542,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.07,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.078,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.857,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.58148,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.269045,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.089,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores et al. 2013",0.0004055225,8,1,0.000857
"Erophila verna",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00014,"Tamme et al. 2014",8.5e-05,2,1,0.00014
"Erophila verna",0.14,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00014,"Tamme et al. 2014",8.5e-05,2,1,0.00014
"Erythranthe guttata",4.75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Erythranthe guttata",1,"m","seed dispersal","90thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Erythranthe guttata",400,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Eschscholzia californica",4.225,"m","seed dispersal","MeanDispersalDistance","Flores et al. 2013",1,"year","MaturityFromLifespan","TRY",0.1393,"Flores et al. 2013",0.0717625,2,1,0.1393
"Eschscholzia californica",139.3,"m","seed dispersal","MaxDispersalDistance","Flores et al. 2013",1,"year","MaturityFromLifespan","TRY",0.1393,"Flores et al. 2013",0.0717625,2,1,0.1393
"Eucalyptus globulus",20,"m","seed dispersal","MeanDispersalDistance","TRY database",7,"yrs","AgeAtMaturity","TRY",0.02,"TRY database",0.02,1,7,0.00285714285714286
"Eudocimus albus",100,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",100,"Sutherland (birds)",100,2,2,50
"Eudocimus albus",1e+05,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",100,"Sutherland (birds)",100,2,2,50
"Eupatorium cannabinum",1.62,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",23.71,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",7.81,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",23.7,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Euphorbia esula",25,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.025,"Tamme et al. 2014",0.01375,2,1,0.025
"Euphorbia esula",2.5,"m","seed dispersal","ModeDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.025,"Tamme et al. 2014",0.01375,2,1,0.025
"Fagus grandifolia",4000,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",4,2,40,0.1
"Fagus grandifolia",4000,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",40,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",4,2,40,0.1
"Fagus sylvatica",32,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",13,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",4.13,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",13,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Falco columbarius",81100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91578643,5,1,81.1
"Falco columbarius",35.1,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91578643,5,1,81.1
"Falco columbarius",22.245,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91578643,5,1,81.1
"Falco columbarius",10.36598024,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91578643,5,1,81.1
"Falco columbarius",34.91578643,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91578643,5,1,81.1
"Falco mexicanus",114.5633132,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",184.8219336,"Chu 2021",149.6926234,2,1,184.8219336
"Falco mexicanus",184.8219336,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",184.8219336,"Chu 2021",149.6926234,2,1,184.8219336
"Falco peregrinus",58,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",357,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",357000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",21.7,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",13.497,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",65.67101597,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco peregrinus",137.8708179,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",357,"Sutherland (birds)",65.67101597,7,1,357
"Falco sparverius",4.8,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",65.6673505,"Chu 2021",32.45,5,1,65.6673505
"Falco sparverius",32.45,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",65.6673505,"Chu 2021",32.45,5,1,65.6673505
"Falco sparverius",38800,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",65.6673505,"Chu 2021",32.45,5,1,65.6673505
"Falco sparverius",25.44788015,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",65.6673505,"Chu 2021",32.45,5,1,65.6673505
"Falco sparverius",65.6673505,"km","natal dispersal","MeanDispersalDistance","Chu 2021",365,"days","AgeAtMaturity","AnAge",65.6673505,"Chu 2021",32.45,5,1,65.6673505
"Falco tinnunculus",159000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",14.8,5,1,159
"Falco tinnunculus",14.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",14.8,5,1,159
"Falco tinnunculus",42.8,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",14.8,5,1,159
"Falco tinnunculus",1.687,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",14.8,5,1,159
"Falco tinnunculus",14.005,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",159,"Jenkins et al. 2007",14.8,5,1,159
"Fallopia convolvulus",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00022,"Tamme et al. 2014",0.00013,2,1,0.00022
"Fallopia convolvulus",0.22,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.00022,"Tamme et al. 2014",0.00013,2,1,0.00022
"Festuca ambigua",1.1,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0011,"Tamme et al. 2014",0.000645,2,1,0.0011
"Festuca ambigua",0.19,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0011,"Tamme et al. 2014",0.000645,2,1,0.0011
"Ficedula hypoleuca",0.9,"km","natal dispersal","MedianDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",75,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",56000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",20.6,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",20.6,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",11.668,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Ficedula hypoleuca",14.272,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",75,"Sutherland (birds)",20.6,7,1,75
"Filipendula vulgaris",240,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.24,"Tamme et al. 2014",0.24,1,1,0.24
"Fraxinus americana",130,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",27.5,"yrs","AgeAtMaturity","TRY",0.13,"Tamme et al. 2014",0.100355,2,28,0.00464285714285714
"Fraxinus americana",70.71,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",27.5,"yrs","AgeAtMaturity","TRY",0.13,"Tamme et al. 2014",0.100355,2,28,0.00464285714285714
"Fraxinus excelsior",725,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.725,"Tamme et al. 2014",0.725,3,5,0.145
"Fraxinus excelsior",40.3,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",5,"yrs","AgeAtMaturity","TRY",0.725,"Tamme et al. 2014",0.725,3,5,0.145
"Fraxinus excelsior",725,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.725,"Tamme et al. 2014",0.725,3,5,0.145
"Fringilla coelebs",22600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",22.6,"Jenkins et al. 2007",2.6,5,1,22.6
"Fringilla coelebs",2.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",22.6,"Jenkins et al. 2007",2.6,5,1,22.6
