"GenusSpecies","DispersalDistance","DispersalDistance_Unit","DispersalDistance_ObservationType","DispersalDistance_MeasurementType","DispersalDistance_Database","DispersalFrequency","DispersalFrequency_Unit","DispersalFrequency_MeasurementType","DispersalFrequency_Database","MaxDispersalDistanceKm","MaxDispersalDistance_Database","MedianDispersalDistanceKm","NObs_MedianDispersalDistanceKm","DispersalFrequencyY","PotentialDispersalRateKmY"
"Delichon urbicum",34800,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",34.8,"Jenkins et al. 2007",4.2,7,1,34.8
"Delichon urbicum",4.2,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",34.8,"Jenkins et al. 2007",4.2,7,1,34.8
"Delichon urbicum",10.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",34.8,"Jenkins et al. 2007",4.2,7,1,34.8
"Delichon urbicum",0.688,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",34.8,"Jenkins et al. 2007",4.2,7,1,34.8
"Delichon urbicum",3.185,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",34.8,"Jenkins et al. 2007",4.2,7,1,34.8
"Dendrocopos major",56100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",56.1,"Jenkins et al. 2007",5.875,5,1,56.1
"Dendrocopos major",3.7,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",56.1,"Jenkins et al. 2007",5.875,5,1,56.1
"Dendrocopos major",16.5,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",56.1,"Jenkins et al. 2007",5.875,5,1,56.1
"Dendrocopos major",0.608,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",56.1,"Jenkins et al. 2007",5.875,5,1,56.1
"Dendrocopos major",5.875,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",56.1,"Jenkins et al. 2007",5.875,5,1,56.1
"Descurainia sophia",0.04,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00017,"Tamme et al. 2014",0.000105,2,1,0.00017
"Descurainia sophia",0.17,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00017,"Tamme et al. 2014",0.000105,2,1,0.00017
"Didelphis virginiana",4.3,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",184,"days","AgeAtMaturity","AnAge",5.152,"Sutherland (mammals)",5.15,3,1,5.152
"Didelphis virginiana",5.152,"km","natal dispersal","MaxDispersalDistance","Sutherland (mammals)",184,"days","AgeAtMaturity","AnAge",5.152,"Sutherland (mammals)",5.15,3,1,5.152
"Didelphis virginiana",5150,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",184,"days","AgeAtMaturity","AnAge",5.152,"Sutherland (mammals)",5.15,3,1,5.152
"Digitalis purpurea",0.19,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00115,"Tamme et al. 2014",0.00067,2,1,0.00115
"Digitalis purpurea",1.15,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00115,"Tamme et al. 2014",0.00067,2,1,0.00115
"Drosera rotundifolia",0.08,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00062,"Tamme et al. 2014",0.00035,2,1,0.00062
"Drosera rotundifolia",0.62,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00062,"Tamme et al. 2014",0.00035,2,1,0.00062
"Dryocopus pileatus",32,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",354,"days","AgeAtMaturity","AnAge",32,"Sutherland (birds)",32,2,1,32
"Dryocopus pileatus",32000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",354,"days","AgeAtMaturity","AnAge",32,"Sutherland (birds)",32,2,1,32
"Egretta thula",42.63406,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",99.24095,"Chu & Clairmunt 2023",70.937505,2,1,99.24095
"Egretta thula",99.24095,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",99.24095,"Chu & Clairmunt 2023",70.937505,2,1,99.24095
"Elanus leucurus",160,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",726.936,"days","AgeAtMaturity","Amniota",160,"Sutherland (birds)",160,2,2,80
"Elanus leucurus",160000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",726.936,"days","AgeAtMaturity","Amniota",160,"Sutherland (birds)",160,2,2,80
"Elymus repens",7,"m","seed dispersal","MeanDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.007,"Tamme et al. 2014",0.007,1,1,0.007
"Emberiza citrinella",36000,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",2.026,5,1,36
"Emberiza citrinella",0.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",2.026,5,1,36
"Emberiza citrinella",8.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",2.026,5,1,36
"Emberiza citrinella",0.16,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",2.026,5,1,36
"Emberiza citrinella",2.026,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",36,"Jenkins et al. 2007",2.026,5,1,36
"Emberiza schoeniclus",31600,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Emberiza schoeniclus",3.8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Emberiza schoeniclus",5.4,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Emberiza schoeniclus",0.468,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Emberiza schoeniclus",0.952,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",31.6,"Jenkins et al. 2007",3.8,5,1,31.6
"Epilobium ciliatum",3.65,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",179,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",3.65,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium ciliatum",179,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.179,"Tamme et al. 2014",0.091325,4,1,0.179
"Epilobium dodonaei",50,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.05,"Jenkins et al. 2007",0.05,1,1,0.05
"Epilobium hirsutum",3800,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium hirsutum",4,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium hirsutum",136,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",3.8,"Tamme et al. 2014",0.136,3,1,3.8
"Epilobium montanum",1.59,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",49.64,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium montanum",49.6,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",6,"weeks","AgeAtMaturity","TRY",0.04964,"Tamme et al. 2014",0.0256,4,1,0.04964
"Epilobium palustre",7300,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",7.3,"Tamme et al. 2014",7.3,1,1,7.3
"Epilobium parviflorum",1.8,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.06909,"Tamme et al. 2014",0.035445,2,1,0.06909
"Epilobium parviflorum",69.09,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.06909,"Tamme et al. 2014",0.035445,2,1,0.06909
"Erica cinerea",80,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",0.8,"m","seed dispersal","90thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",81,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",1,"m","seed dispersal","90thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erica cinerea",80,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.081,"Jenkins et al. 2007",0.08,5,1,0.081
"Erigeron acris",75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron acris",75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron acris",3.61,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.075,"Tamme et al. 2014",0.075,3,1,0.075
"Erigeron annuus",1.56,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",35.43,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron annuus",35.4,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.03543,"Tamme et al. 2014",0.0185,4,1,0.03543
"Erigeron canadensis",2500,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",2.5,"Tamme et al. 2014",2.5,1,1,2.5
"Eriophorum angustifolium",1.11,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",24.2,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",1.1,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum angustifolium",24.2,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.0242,"Tamme et al. 2014",0.012655,4,1,0.0242
"Eriophorum vaginatum",0.33,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00223,"Tamme et al. 2014",0.00128,2,1,0.00223
"Eriophorum vaginatum",2.23,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00223,"Tamme et al. 2014",0.00128,2,1,0.00223
"Erithacus rubecula",79800,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",8,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",6,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",0.359,"km","breeding dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erithacus rubecula",0.571,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",364.234,"days","AgeAtMaturity","Amniota",79.8,"Jenkins et al. 2007",6,5,1,79.8
"Erodium cicutarium",0.54,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores-Moreno et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.081,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores-Moreno et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.5729,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores-Moreno et al. 2013",0.000312,4,1,0.0005729
"Erodium cicutarium",0.084,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.0005729,"Flores-Moreno et al. 2013",0.000312,4,1,0.0005729
"Erodium moschatum",0.556,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.542,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.07,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.078,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.857,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.58148,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.269045,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erodium moschatum",0.089,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"yrs","AgeAtMaturity","TRY",0.000857,"Flores-Moreno et al. 2013",0.0004055225,8,1,0.000857
"Erophila verna",0.03,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00014,"Tamme et al. 2014",8.5e-05,2,1,0.00014
"Erophila verna",0.14,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.00014,"Tamme et al. 2014",8.5e-05,2,1,0.00014
"Erythranthe guttata",4.75,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Erythranthe guttata",1,"m","seed dispersal","90thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Erythranthe guttata",400,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.4,"Jenkins et al. 2007",0.00475,3,1,0.4
"Eschscholzia californica",4.225,"m","seed dispersal","MeanDispersalDistance","Flores-Moreno et al. 2013",1,"year","MaturityFromLifespan","TRY",0.1393,"Flores-Moreno et al. 2013",0.0717625,2,1,0.1393
"Eschscholzia californica",139.3,"m","seed dispersal","MaxDispersalDistance","Flores-Moreno et al. 2013",1,"year","MaturityFromLifespan","TRY",0.1393,"Flores-Moreno et al. 2013",0.0717625,2,1,0.1393
"Eucalyptus globulus",20,"m","seed dispersal","MeanDispersalDistance","TRY database",7,"yrs","AgeAtMaturity","TRY",0.02,"TRY database",0.02,1,7,0.00285714285714286
"Eudocimus albus",100,"km","natal dispersal","MaxDispersalDistance","Sutherland (birds)",730,"days","AgeAtMaturity","AnAge",100,"Sutherland (birds)",100,2,2,50
"Eudocimus albus",1e+05,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",730,"days","AgeAtMaturity","AnAge",100,"Sutherland (birds)",100,2,2,50
"Eupatorium cannabinum",1.62,"m","seed dispersal","MedianDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",23.71,"m","seed dispersal","99thPercentileDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",7.81,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",1.6,"m","seed dispersal","MedianDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Eupatorium cannabinum",23.7,"m","seed dispersal","99thPercentileDispersalDistance","Vittoz & Engler 2007",1,"yrs","AgeAtMaturity","TRY",0.02371,"Tamme et al. 2014",0.00781,5,1,0.02371
"Euphorbia esula",25,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.025,"Tamme et al. 2014",0.01375,2,1,0.025
"Euphorbia esula",2.5,"m","seed dispersal","ModeDispersalDistance","Tamme et al. 2014",1,"yrs","AgeAtMaturity","TRY",0.025,"Tamme et al. 2014",0.01375,2,1,0.025
"Fagus grandifolia",4000,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",40,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",4,2,40,0.1
"Fagus grandifolia",4000,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",40,"yrs","AgeAtMaturity","TRY",4,"Tamme et al. 2014",4,2,40,0.1
"Fagus sylvatica",32,"m","seed dispersal","MaxDispersalDistance","Tamme et al. 2014",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",13,"m","seed dispersal","MaxDispersalDistance","Jenkins et al. 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",4.13,"m","seed dispersal","MeanDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Fagus sylvatica",13,"m","seed dispersal","MaxDispersalDistance","Vittoz & Engler 2007",5,"yrs","AgeAtMaturity","TRY",0.032,"Tamme et al. 2014",0.013,4,5,0.0064
"Falco columbarius",81100,"m","natal/breeding dispersal","MaxDispersalDistance","Jenkins et al. 2007",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91579,5,1,81.1
"Falco columbarius",35.1,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91579,5,1,81.1
"Falco columbarius",22.245,"km","natal dispersal","MeanDispersalDistance","Paradis et al. 2002",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91579,5,1,81.1
"Falco columbarius",10.36598,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91579,5,1,81.1
"Falco columbarius",34.91579,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",81.1,"Jenkins et al. 2007",34.91579,5,1,81.1
"Falco mexicanus",114.5633,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",184.8219,"Chu & Clairmunt 2023",149.6926,2,1,184.8219
"Falco mexicanus",184.8219,"km","natal dispersal","MeanDispersalDistance","Chu & Clairmunt 2023",365,"days","AgeAtMaturity","AnAge",184.8219,"Chu & Clairmunt 2023",149.6926,2,1,184.8219
