"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name","Method"
"Agonum viridicupreum",0,1,"Agonum viridicupreum","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","GBIF","GBIF:5755053","Agonum viridicupreum","Agonum viridicupreum","Find_Sci_Names"
"Agonus cataphractus",1,1,"Agonus cataphractus","Animalia","Chordata","Actinopteri","Scorpaeniformes","Agonidae","GBIF","GBIF:2337248","Agonus cataphractus","Agonus cataphractus","Find_Sci_Names | class from NCBI using taxize"
"Agoseris aurantiaca",1,1,"Agoseris aurantiaca","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092928","Agoseris aurantiaca","Agoseris aurantiaca var. aurantiaca","Find_Sci_Names"
"Agoseris grandiflora",1,1,"Agoseris grandiflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092909","Agoseris grandiflora","Agoseris grandiflora","Find_Sci_Names"
"Agoseris grandiflora",1,1,"Agoseris grandiflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092909","Agoseris grandiflora","Agoseris grandiflora var. grandiflora","Find_Sci_Names"
"Agoseris heterophylla",1,1,"Agoseris heterophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092890","Agoseris heterophylla","Agoseris heterophylla","Find_Sci_Names"
"Agoseris heterophylla",1,1,"Agoseris heterophylla","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092890","Agoseris heterophylla","Agoseris heterophylla var. heterophylla","Find_Sci_Names"
"Agoseris monticola",1,1,"Agoseris monticola","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092895","Agoseris monticola","Agoseris monticola","Find_Sci_Names"
"Agoseris parviflora",1,1,"Agoseris parviflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:8132316","Agoseris parviflora","Agoseris parviflora","Find_Sci_Names"
"Agoseris retrorsa",1,1,"Agoseris retrorsa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","GBIF","GBIF:3092901","Agoseris retrorsa","Agoseris retrorsa","Find_Sci_Names"
"Dione vanillae",0,1,"Dione vanillae","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:11701883","Agraulis vanillae","Agraulis vanillae","Find_Sci_Names"
"Agraulis vanillae",1,0,"Dione vanillae","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","GBIF","GBIF:11701883","Agraulis vanillae","Agraulis vanillae incarnata","Find_Sci_Names"
"Argia translata",0,1,"Argia translata","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","GBIF","GBIF:5051372","Agria translata","Agria translata","Find_Sci_Names"
"Agriades optilete",0,1,"Vacciniina optilete","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","GBIF","GBIF:1922937","Agriades optilete","Agriades optilete","Find_Sci_Names"
"Agrilus planipennis",1,0,"Agrilus planipennis","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","GBIF","GBIF:5878492","Agrilus planipennis","Agrilus planipennis","Find_Sci_Names"
"Agrilus viridis",1,1,"Agrilus viridis","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","GBIF","GBIF:4432616","Agrilus viridis","Agrilus viridis","Find_Sci_Names"
"Agrimonia eupatoria",1,1,"Agrimonia eupatoria","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","GBIF","GBIF:3001956","Agrimonia eupatoria","Agrimonia eupatoria","Find_Sci_Names"
"Agrimonia gryposepala",1,1,"Agrimonia gryposepala","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","GBIF","GBIF:3002117","Agrimonia gryposepala","Agrimonia gryposepala","Find_Sci_Names"
"Agrimonia procera",1,1,"Agrimonia procera","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","GBIF","GBIF:3002121","Agrimonia procera","Agrimonia procera","Find_Sci_Names"
"Agriopis aurantiaria",1,1,"Agriopis aurantiaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:5769072","Agriopis aurantiaria","Agriopis aurantiaria","Find_Sci_Names"
"Agriopis leucophaearia",1,1,"Agriopis leucophaearia","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:5769062","Agriopis leucophaearia","Agriopis leucophaearia","Find_Sci_Names"
"Agriopis marginaria",1,1,"Agriopis marginaria","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","GBIF","GBIF:5769068","Agriopis marginaria","Agriopis marginaria","Find_Sci_Names"
"Agrius convolvuli",1,1,"Agrius convolvuli","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","GBIF","GBIF:1861644","Agrius convolvuli","Agrius convolvuli","Find_Sci_Names"
"Agrochola circellaris",1,1,"Agrochola circellaris","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1790160","Agrochola circellaris","Agrochola circellaris","Find_Sci_Names"
"Agrochola helvola",1,1,"Agrochola helvola","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1790002","Agrochola helvola","Agrochola helvola","Find_Sci_Names"
"Agrochola litura",1,1,"Agrochola litura","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1789982","Agrochola litura","Agrochola litura","Find_Sci_Names"
"Agrochola lota",1,1,"Agrochola lota","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1790084","Agrochola lota","Agrochola lota","Find_Sci_Names"
"Agrochola lychnidis",1,1,"Agrochola lychnidis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:4533115","Agrochola lychnidis","Agrochola lychnidis","Find_Sci_Names"
"Agrochola macilenta",1,1,"Agrochola macilenta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1790072","Agrochola macilenta","Agrochola macilenta","Find_Sci_Names"
"Agrochola nitida",1,1,"Agrochola nitida","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1790062","Agrochola nitida","Agrochola nitida","Find_Sci_Names"
"Polyommatus amandus",0,1,"Plebejus amanda","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","GBIF","GBIF:5138543","Agrodiaetus amanda","Agrodiaetus amanda","Find_Sci_Names"
"Agroeca brunnea",1,1,"Agroeca brunnea","Animalia","Arthropoda","Arachnida","Araneae","Liocranidae","GBIF","GBIF:2140929","Agroeca brunnea","Agroeca brunnea","Find_Sci_Names"
"Agroeca proxima",1,1,"Agroeca proxima","Animalia","Arthropoda","Arachnida","Araneae","Liocranidae","GBIF","GBIF:2140934","Agroeca proxima","Agroeca proxima","Find_Sci_Names"
"Elymus caninus",1,0,"Elymus caninus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:5290319","Agropyron caninum","Agropyron caninum","Find_Sci_Names"
"Agropyron cristatum",1,1,"Agropyron cristatum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2705196","Agropyron cristatum","Agropyron cristatum subsp. pectinatum","Find_Sci_Names"
"Thinopyrum pungens",1,0,"Agropyron pungens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:7769117","Agropyron pungens","Agropyron pungens","Find_Sci_Names"
"Elymus repens",1,0,"Elymus repens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:5290299","Agropyron repens","Agropyron repens","Find_Sci_Names"
"Agrostis alpina",1,1,"Agrostis alpina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:8279707","Agrostis alpina","Agrostis alpina","Find_Sci_Names"
"Lachnagrostis filiformis",1,1,"Lachnagrostis filiformis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:4135963","Agrostis avenacea","Agrostis avenacea","Find_Sci_Names"
"Agrostis blasdalei",1,1,"Agrostis blasdalei","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706514","Agrostis blasdalei","Agrostis blasdalei","Find_Sci_Names"
"Agrostis canina",1,0,"Agrostis canina","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706465","Agrostis canina","Agrostis canina","Find_Sci_Names"
"Agrostis capillaris",1,1,"Agrostis capillaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706490","Agrostis capillaris","Agrostis capillaris","Find_Sci_Names"
"Agrostis curtisii",1,1,"Alpagrostis setacea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:10762826","Agrostis curtisii","Agrostis curtisii","Find_Sci_Names"
"Agrostis delicatula",1,1,"Agrostis delicatula","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:7929238","Agrostis delicatula","Agrostis delicatula","Find_Sci_Names"
"Agrostis densiflora",1,1,"Agrostis densiflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706485","Agrostis densiflora","Agrostis densiflora","Find_Sci_Names"
"Agrostis elliottiana",1,1,"Agrostis elliottiana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706552","Agrostis elliottiana","Agrostis elliottiana","Find_Sci_Names"
"Agrostis exarata",1,1,"Agrostis exarata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706526","Agrostis exarata","Agrostis exarata","Find_Sci_Names"
"Agrostis gigantea",1,1,"Agrostis gigantea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706541","Agrostis gigantea","Agrostis gigantea","Find_Sci_Names"
"Agrostis hallii",1,1,"Agrostis hallii","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706502","Agrostis hallii","Agrostis hallii","Find_Sci_Names"
"Agrostis humilis",1,1,"Podagrostis humilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706499","Agrostis humilis","Agrostis humilis","Find_Sci_Names"
"Agrostis idahoensis",1,1,"Agrostis idahoensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706506","Agrostis idahoensis","Agrostis idahoensis","Find_Sci_Names"
"Agrostis magellanica",1,1,"Polypogon magellanicus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:9325982","Agrostis magellanica","Agrostis magellanica","Find_Sci_Names"
"Agrostis mertensii",1,1,"Agrostis mertensii","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706518","Agrostis mertensii","Agrostis mertensii","Find_Sci_Names"
"Agrostis microphylla",1,1,"Agrostis microphylla","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706510","Agrostis microphylla","Agrostis microphylla","Find_Sci_Names"
"Agrostis oregonensis",1,1,"Agrostis oregonensis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706472","Agrostis oregonensis","Agrostis oregonensis","Find_Sci_Names"
"Agrostis pallens",1,1,"Agrostis pallens","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706473","Agrostis pallens","Agrostis pallens","Find_Sci_Names"
"Agrostis rupestris",1,1,"Agrostis rupestris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706525","Agrostis rupestris","Agrostis rupestris","Find_Sci_Names"
"Agrostis scabra",1,1,"Agrostis scabra","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706444","Agrostis scabra","Agrostis scabra","Find_Sci_Names"
"Agrostis agrostiflora",1,0,"Agrostis schraderiana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:4116886","Agrostis schraderana","Agrostis schraderana","Find_Sci_Names"
"Agrostis schraderiana",0,1,"Agrostis schraderiana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:4116886","Agrostis schraderiana","Agrostis schraderiana","Find_Sci_Names"
"Agrostis stolonifera",1,1,"Agrostis stolonifera","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706435","Agrostis stolonifera","Agrostis stolonifera","Find_Sci_Names"
"Agrostis capillaris",1,0,"Agrostis capillaris","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706490","Agrostis tenuis","Agrostis tenuis","Find_Sci_Names"
"Agrostis variabilis",1,1,"Agrostis variabilis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:2706456","Agrostis variabilis","Agrostis variabilis","Find_Sci_Names"
"Agrotis cinerea",1,1,"Agrotis cinerea","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1770869","Agrotis cinerea","Agrotis cinerea","Find_Sci_Names"
"Agrotis clavis",1,1,"Agrotis clavis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:7940536","Agrotis clavis","Agrotis clavis","Find_Sci_Names"
"Agrotis exclamationis",1,1,"Agrotis exclamationis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1771214","Agrotis exclamationis","Agrotis exclamationis","Find_Sci_Names"
"Agrotis ipsilon",1,1,"Agrotis ipsilon","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1771245","Agrotis ipsilon","Agrotis ipsilon","Find_Sci_Names"
"Agrotis puta",1,1,"Agrotis puta","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1770772","Agrotis puta","Agrotis puta","Find_Sci_Names"
"Agrotis ripae",1,1,"Agrotis ripae","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1771204","Agrotis ripae","Agrotis ripae","Find_Sci_Names"
"Agrotis segetum",1,1,"Agrotis segetum","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1771040","Agrotis segetum","Agrotis segetum","Find_Sci_Names"
"Agrotis trux",0,1,"Agrotis trux","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1770821","Agrotis trux","Agrotis trux","Find_Sci_Names"
"Agrotis vestigialis",1,1,"Agrotis vestigialis","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","GBIF","GBIF:1770880","Agrotis vestigialis","Agrotis vestigialis","Find_Sci_Names"
"Agrypnus murinus",1,0,"Agrypnus murinus","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","GBIF","GBIF:4428942","Agrypnus murina","Agrypnus murina","Find_Sci_Names"
"Agrypnus murinus",0,1,"Agrypnus murinus","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","GBIF","GBIF:4428942","Agrypnus murinus","Agrypnus murinus","Find_Sci_Names"
"Agyneta conigera",1,1,"Agyneta conigera","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2135689","Agyneta conigera","Agyneta conigera","Find_Sci_Names"
"Agyneta decora",1,0,"Agyneta decora","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2135684","Agyneta decora","Agyneta decora","Find_Sci_Names"
"Agyneta subtilis",1,1,"Agyneta subtilis","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","GBIF","GBIF:2135685","Agyneta subtilis","Agyneta subtilis","Find_Sci_Names"
"Ahnfeltia plicata",1,0,"Ahnfeltia plicata","Plantae","Rhodophyta","Florideophyceae","Ahnfeltiales","Ahnfeltiaceae","GBIF","GBIF:2663815","Ahnfeltia plicata","Ahnfeltia plicata","Find_Sci_Names"
"Ailanthus altissimus",1,1,"Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","GBIF","GBIF:3190653","Ailanthus altissima","Ailanthus altissima","Find_Sci_Names"
"Ailanthus altissima",1,1,"Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","GBIF","GBIF:3190653","Ailanthus altissima","Ailanthus altissima","Find_Sci_Names"
"Ailuroedus buccoides",1,1,"Ailuroedus buccoides","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","GBIF","GBIF:2494795","Ailuroedus buccoides","Ailuroedus buccoides","Find_Sci_Names"
"Ailuroedus crassirostris",1,0,"Ailuroedus crassirostris","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","GBIF","GBIF:2494800","Ailuroedus crassirostris","Ailuroedus crassirostris","Find_Sci_Names"
"Ailuroedus melanotis",1,1,"Ailuroedus melanotis","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","GBIF","GBIF:2494802","Ailuroedus melanotis","Ailuroedus melanotis","Find_Sci_Names"
"Peucaea aestivalis",1,0,"Peucaea aestivalis","Animalia","Chordata","Aves","Passeriformes","Passerellidae","GBIF","GBIF:7341544","Aimophila aestivalis","Aimophila aestivalis","Find_Sci_Names"
"Aimophila cassinii",1,1,"Peucaea cassinii","Animalia","Chordata","Aves","Passeriformes","Passerellidae","GBIF","GBIF:6091692","Aimophila cassinii","Aimophila cassinii","Find_Sci_Names"
"Peucaea cassinii",1,1,"Peucaea cassinii","Animalia","Chordata","Aves","Passeriformes","Passerellidae","GBIF","GBIF:6091692","Aimophila cassinii","Aimophila cassinii","Find_Sci_Names"
"Aimophila ruficeps",1,1,"Aimophila ruficeps","Animalia","Chordata","Aves","Passeriformes","Passerellidae","GBIF","GBIF:2491961","Aimophila ruficeps","Aimophila ruficeps","Find_Sci_Names"
"Aiolopus thalassinus",0,1,"Aiolopus thalassinus","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","GBIF","GBIF:1713317","Aiolopus thalassinus","Aiolopus thalassinus","Find_Sci_Names"
"Aira caryophyllea",1,1,"Aira caryophyllea","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:7747216","Aira caryophyllea","Aira caryophyllea","Find_Sci_Names"
"Agrostis elegans",1,1,"Aira elegans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:7948459","Aira elegans","Aira elegans","Find_Sci_Names"
"Aira elegans",1,1,"Aira elegans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:7948459","Aira elegans","Aira elegans","Find_Sci_Names"
"Aira praecox",1,1,"Aira praecox","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","GBIF","GBIF:5289582","Aira praecox","Aira praecox","Find_Sci_Names"
"Aix sponsa",1,1,"Aix sponsa","Animalia","Chordata","Aves","Anseriformes","Anatidae","GBIF","GBIF:2498387","Aix sponsa","Aix sponsa","Find_Sci_Names"
"Ajuga chamaepitys",1,0,"Ajuga chamaepitys","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:2927080","Ajuga chamaepitys","Ajuga chamaepitys","Find_Sci_Names"
"Ajuga genevensis",1,0,"Ajuga genevensis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:2927079","Ajuga genevensis","Ajuga genevensis","Find_Sci_Names"
"Ajuga pyramidalis",1,1,"Ajuga pyramidalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:8429926","Ajuga pyramidalis","Ajuga pyramidalis","Find_Sci_Names"
"Ajuga reptans",1,1,"Ajuga reptans","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","GBIF","GBIF:2927078","Ajuga reptans","Ajuga reptans","Find_Sci_Names"
"Alauda arvensis",1,1,"Alauda arvensis","Animalia","Chordata","Aves","Passeriformes","Alaudidae","GBIF","GBIF:8077224","Alauda arvensis","Alauda arvensis","Find_Sci_Names"
"Albatrossia pectoralis",1,1,"Albatrossia pectoralis","Animalia","Chordata","Actinopteri","Gadiformes","Macrouridae","GBIF","GBIF:5215154","Albatrossia pectoralis","Albatrossia pectoralis","Find_Sci_Names | class from NCBI using taxize"
"Paraserianthes lophantha",1,1,"Paraserianthes lophantha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","GBIF","GBIF:2943719","Albizia lophantha","Albizia lophantha","Find_Sci_Names"
"Alburnoides bipunctatus",1,1,"Alburnoides bipunctatus","Animalia","Chordata","Actinopteri","Cypriniformes","Cyprinidae","GBIF","GBIF:2360305","Alburnoides bipunctatus","Alburnoides bipunctatus","Find_Sci_Names | class from NCBI using taxize"
"Alburnus alburnus",1,1,"Alburnus alburnus","Animalia","Chordata","Actinopteri","Cypriniformes","Cyprinidae","GBIF","GBIF:2362925","Alburnus alburnus","Alburnus alburnus","Find_Sci_Names | class from NCBI using taxize"
"Alca torda",1,1,"Alca torda","Animalia","Chordata","Aves","Charadriiformes","Alcidae","GBIF","GBIF:8277073","Alca torda","Alca torda","Find_Sci_Names"
"Alcedo atthis",1,1,"Alcedo atthis","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","GBIF","GBIF:2475532","Alcedo atthis","Alcedo atthis","Find_Sci_Names"
"Alces alces",1,1,"Alces alces","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","GBIF","GBIF:2440940","Alces alces","Alces alces","Find_Sci_Names"
"Alchemilla alpina",1,1,"Alchemilla alpina","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","GBIF","GBIF:3027648","Alchemilla alpina","Alchemilla alpina","Find_Sci_Names"
"Alchemilla connivens",1,0,"Alchemilla connivens","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","GBIF","GBIF:3028082","Alchemilla connivens","Alchemilla connivens","Find_Sci_Names"
